Taxon ID,Name,Common Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
60551,Papilio glaucus,Eastern Tiger Swallowtail,306,215,326,539,467,906,2079,2802,4704,12213,15261,15235,16911,19401
42220,Odocoileus hemionus,Mule Deer,368,450,658,916,1218,1706,2803,4290,7270,12098,16435,18045,19829,19979
9100,Melospiza melodia,Song Sparrow,211,222,646,960,1187,1740,2632,4482,7185,11958,22206,27506,28448,30320
59774,Pachydiplax longipennis,Blue Dasher,214,211,330,606,712,1448,1924,3768,7035,11832,13640,16182,17019,15443
51702,Coccinella septempunctata,Seven-spotted Lady Beetle,166,264,367,415,588,860,1884,3208,5547,11431,21087,23522,28260,38672
55626,Pieris rapae,Small White,270,320,431,791,782,1183,2005,3423,6136,11334,20692,23190,25050,30190
76610,Daucus carota,wild carrot,112,128,202,301,379,618,1323,2965,5247,11291,18864,22834,21861,26270
145245,Setophaga coronata,Yellow-rumped Warbler,260,292,476,872,1287,1978,2657,4760,8408,10977,19386,24680,27090,28908
58732,Toxicodendron radicans,eastern poison ivy,70,70,190,193,311,616,1660,3303,6669,10846,17039,17813,17084,20500
51875,Trifolium pratense,Red Clover,87,94,165,258,379,523,1048,2346,4956,10815,24229,24445,24738,28277
41663,Procyon lotor,Common Raccoon,233,290,512,713,1135,1408,2420,3682,7146,10773,15113,16964,20052,22372
116461,Anolis sagrei,Brown Anole,110,190,268,378,454,813,1521,2604,7687,10694,13103,13090,19428,16811
47911,Asclepias syriaca,common milkweed,81,93,141,249,324,714,1217,2971,8924,10662,16298,19390,18993,21541
28362,Thamnophis sirtalis,Common Garter Snake,210,362,497,631,891,1141,2193,3840,6155,10520,19822,20875,21312,24040
48599,Phytolacca americana,American pokeweed,55,64,133,184,206,449,1181,4088,5957,10505,19173,19715,19758,20693
56061,Alliaria petiolata,garlic mustard,67,68,118,174,258,361,969,1890,5148,10494,24669,23484,23506,26510
58523,Papilio polyxenes,Black Swallowtail,161,190,283,375,519,673,1368,2716,5050,10442,14396,13421,13454,16312
10094,Junco hyemalis,Dark-eyed Junco,247,287,500,683,1009,1484,2175,4027,7164,10226,18839,24328,25729,27000
116999,Pandion haliaetus,Osprey,403,503,711,924,1332,1843,2750,4497,7167,10174,13604,17667,20919,23505
61495,Erythemis simplicicollis,Eastern Pondhawk,132,200,365,568,655,1167,1939,4038,6685,10076,13397,14044,15114,14086
5305,Haliaeetus leucocephalus,Bald Eagle,359,419,729,848,1135,1540,2419,4257,7089,9932,16573,21860,23114,25290
4940,Egretta thula,Snowy Egret,282,370,605,930,1223,1873,2780,4076,7390,9914,13146,16546,18329,19396
50278,Parthenocissus quinquefolia,Virginia creeper,32,50,101,167,249,390,1060,2558,5672,9870,16562,17456,15911,18128
54134,Trametes versicolor,turkey-tail,89,121,188,245,366,514,1121,2409,6636,9818,15189,18754,19984,24941
9607,Quiscalus mexicanus,Great-tailed Grackle,154,186,257,500,721,1260,2014,3980,6495,9758,10825,14569,16868,19344
36514,Anolis carolinensis,Green Anole,128,235,260,461,575,1009,2084,3187,5567,9744,13531,12501,15702,15544
55882,Hedera helix,common ivy,55,70,111,184,330,500,1106,2208,6525,9728,15425,15928,17141,18702
1454382,Nannopterum auritum,Double-crested Cormorant,270,295,583,834,1134,1596,2652,4077,6827,9653,15147,19265,21843,22918
906,Meleagris gallopavo,Wild Turkey,207,284,408,686,887,1203,2275,3777,6559,9562,14927,16966,18486,20086
46020,Sciurus niger,Fox Squirrel,119,166,254,538,793,1384,2341,4100,7636,9495,14293,14881,16880,17943
48505,Junonia coenia,Common Buckeye,207,233,384,253,277,675,1987,2738,3784,9429,10661,6661,9959,11061
52913,Cichorium intybus,chicory,113,137,202,248,370,474,897,2227,4183,9369,18579,21097,20984,23380
52764,Prunella vulgaris,common selfheal,87,100,146,243,297,451,912,2094,3868,9344,18545,20010,20782,24464
59029,Verbascum thapsus,great mullein,77,90,156,277,295,542,1158,2637,5367,9301,19046,21817,17709,21239
60607,Limenitis arthemis,Red-spotted Admiral,203,203,276,362,440,860,1140,2148,5108,8943,10932,9675,9889,11314
49150,Dione vanillae,Gulf Fritillary,175,210,382,430,737,1162,2831,3948,7176,8806,14397,17161,20098,20205
792988,Dryobates pubescens,Downy Woodpecker,172,246,349,557,837,1164,1968,3274,5968,8784,18527,20866,23082,23028
53178,Plantago lanceolata,ribwort plantain,52,80,129,242,367,467,998,1900,4081,8740,15362,18558,18941,22923
11901,Hirundo rustica,Barn Swallow,319,377,541,741,967,1413,2038,3216,5418,8641,13150,18513,20021,24423
47726,Acer negundo,box elder,99,148,174,234,249,408,872,1778,4073,8548,16105,19865,18311,21232
47888,Impatiens capensis,common jewelweed,50,76,122,217,238,366,881,2296,4196,8507,15099,15079,14001,16353
55830,Glechoma hederacea,ground-ivy,65,65,92,160,155,294,722,1372,3647,8501,19642,25371,23003,24509
65982,Lithobates clamitans,Green Frog,199,246,416,401,538,868,1685,2679,4741,8462,15242,15677,17217,16675
67707,Argiope aurantia,Yellow Garden Spider,128,150,225,338,418,680,1371,2234,4596,8455,10677,12188,10479,11092
68205,Larrea tridentata,Creosote Bush,55,79,65,118,171,314,710,2846,11936,8440,10330,11537,12011,13796
43111,Sylvilagus floridanus,Eastern Cottontail,123,185,313,538,669,852,1481,3187,6018,8439,17144,18690,19851,21205
48715,Amanita muscaria,Fly Agaric,269,315,372,436,740,823,1494,2289,4692,8382,14551,18471,16941,18762
52989,Cirsium vulgare,Bull Thistle,93,107,202,305,369,525,999,2058,3844,8229,16412,16914,18645,21246
84549,Plathemis lydia,Common Whitetail,164,207,285,522,623,970,1482,2995,4802,8191,11411,13965,13356,12651
8021,Corvus brachyrhynchos,American Crow,150,193,873,592,783,970,1815,3334,5833,8179,15222,18118,20722,22044
39771,Chrysemys picta,Painted Turtle,207,263,404,482,642,1013,1856,3313,4775,8058,14427,17988,17760,20027
473,Fulica americana,American Coot,219,342,594,922,1108,1586,2423,4237,6374,8019,12318,15386,16973,18142
42051,Canis latrans,Coyote,193,304,412,704,926,1287,2630,3782,5819,7940,10941,13104,15525,16200
4981,Nycticorax nycticorax,Black-crowned Night Heron,306,338,536,777,1013,1481,1981,3162,5359,7916,10941,13742,16349,18711
4328,Pelecanus occidentalis,Brown Pelican,499,556,756,1015,1231,1682,2271,3266,5502,7913,8241,11156,14858,16106
145310,Spinus tristis,American Goldfinch,197,236,420,621,862,1070,1841,2968,5737,7912,18547,19186,20363,19982
51884,Urtica dioica,great stinging nettle,95,140,212,214,245,364,703,1284,3145,7908,18906,20016,18698,21265
48098,Acer rubrum,red maple,73,106,141,228,295,746,1184,2549,4513,7888,13661,13493,13852,16238
4954,Ardea cinerea,Grey Heron,300,360,428,622,852,1188,1631,2399,4103,7870,12883,17176,21976,29511
5206,Buteo lineatus,Red-shouldered Hawk,159,238,346,545,754,895,1567,2683,5013,7857,13249,16742,18849,19536
52391,Pinus strobus,eastern white pine,73,78,189,344,386,858,1213,2416,3932,7785,14005,12172,13892,14826
55851,Lamium purpureum,red deadnettle,36,60,72,109,131,215,567,1266,3831,7661,15720,19205,17875,22150
8229,Cyanocitta cristata,Blue Jay,132,171,239,434,634,817,1564,2874,5441,7650,17492,18346,20505,21062
65979,Lithobates catesbeianus,American Bullfrog,235,314,438,492,688,1000,1890,3279,5033,7634,12598,13552,14970,16711
52681,Pteridium aquilinum,common bracken,116,131,197,297,422,746,1197,2302,4101,7599,12768,15113,16665,18992
564969,Chamaenerion angustifolium,fireweed,187,238,334,342,384,552,906,1838,3780,7575,14368,16962,17740,19983
47435,Lotus corniculatus,bird's-foot trefoil,71,68,115,187,240,439,763,1727,3652,7512,15503,17541,16670,19687
4364,Larus delawarensis,Ring-billed Gull,281,381,487,699,934,1322,1920,3033,5133,7485,11360,15062,17309,18949
52628,Araneus diadematus,Cross Orbweaver,148,182,198,378,492,449,924,1669,3946,7415,12939,14852,16708,18388
39814,Terrapene carolina,Common Box Turtle,145,216,323,409,562,890,1626,2711,4815,7397,13544,12678,13311,15191
60132,Cirsium arvense,creeping thistle,71,95,109,199,213,374,562,1433,2857,7359,16075,17702,18330,22790
59675,Pyrrharctia isabella,Isabella Tiger Moth,42,69,115,289,359,334,603,1509,3863,7222,9433,10267,11668,11148
6921,Cygnus olor,Mute Swan,341,400,521,607,771,1072,1489,2325,4270,7188,11738,14567,16052,19984
49202,Fagus grandifolia,American beech,52,81,163,325,381,700,1174,2320,3964,7178,12579,13162,12760,15157
4793,Charadrius vociferus,Killdeer,201,224,409,651,818,1198,1886,3335,4870,7167,11364,13616,15475,16442
48225,Eschscholzia californica,California poppy,83,97,180,347,561,676,1216,2230,4154,7163,7914,8749,9588,13237
4765,Coragyps atratus,Black Vulture,255,330,482,672,771,1113,1651,2835,4455,7151,9005,11903,13322,13729
9176,Zonotrichia leucophrys,White-crowned Sparrow,178,240,429,592,844,1243,1757,3310,5192,7116,13834,16993,16670,17472
51110,Xylocopa virginica,Eastern Carpenter Bee,41,70,116,154,221,421,1056,1844,3576,7100,12324,13740,14024,16369
50310,Arisaema triphyllum,Jack-in-the-Pulpit,84,118,159,210,332,473,990,1647,3612,7082,13106,12199,10706,11970
49399,Juniperus virginiana,eastern redcedar,37,63,56,121,187,383,822,2008,3769,7065,11162,12163,10940,14033
39682,Chelydra serpentina,Common Snapping Turtle,166,228,329,517,673,987,1543,2602,4367,7058,10210,11253,11794,12552
480298,Cornu aspersum,Garden Snail,77,121,137,247,430,682,1779,2741,3906,7017,11369,10928,13024,17476
2969,Streptopelia decaocto,Eurasian Collared-Dove,146,191,272,425,644,989,1430,2747,4477,6965,10731,14366,15865,18055
12716,Turdus merula,Eurasian Blackbird,190,230,270,422,594,785,1100,2116,3463,6937,13709,18812,21426,26036
56057,Leucanthemum vulgare,oxeye daisy,111,95,166,225,290,472,819,1735,3330,6880,14147,14294,14474,17787
52856,Artemisia vulgaris,common mugwort,42,40,65,95,120,180,422,1277,3369,6878,21914,16131,15074,17128
55925,Geranium robertianum,Herb Robert,64,72,116,132,209,301,481,1093,2770,6856,12809,13667,14920,17931
55563,Bellis perennis,Lawn daisy,52,47,90,134,212,255,433,1043,2967,6771,11774,13914,14068,16338
8010,Corvus corax,Common Raven,246,277,368,587,763,1144,1647,2811,4532,6765,10738,14745,17840,20962
6317,Calypte anna,Anna's Hummingbird,122,177,385,613,747,1017,1685,2936,4828,6758,10339,13890,13303,13332
204533,Larus argentatus,Herring Gull,375,376,531,656,759,1124,1398,2301,4056,6699,9540,13243,17838,19706
5112,Accipiter cooperii,Cooper's Hawk,171,209,325,651,733,1040,1834,3058,4911,6611,13315,15433,16137,16859
50340,Hylephila phyleus,Fiery Skipper,142,144,296,283,438,777,1730,2509,4154,6553,9607,8820,11767,12275
64237,Phragmites australis,common reed,139,206,356,409,591,669,855,1514,3201,6521,12963,20479,19097,22238
12942,Sialia sialis,Eastern Bluebird,113,173,295,387,552,829,1412,2513,4360,6501,14155,14138,16303,17215
58961,Plantago major,greater plantain,36,57,59,132,157,297,604,1348,2682,6470,12447,13411,13502,15236
52925,Phyciodes tharos,Pearl Crescent,113,136,264,379,459,777,1689,2200,4364,6464,10367,10983,9970,11275
18236,Colaptes auratus,Northern Flicker,129,170,375,471,703,941,1581,2909,4672,6463,13445,15635,17330,18457
82816,Viola sororia,common blue violet,44,86,79,89,158,249,627,1280,4266,6460,10442,11722,12594,13216
49288,Podophyllum peltatum,mayapple,69,82,126,161,255,336,829,1486,4360,6403,11091,13211,12495,14246
53059,Galium aparine,catchweed bedstraw,38,48,100,130,206,292,661,1290,3156,6377,11963,13555,13415,16956
5020,Butorides virescens,Green Heron,228,306,434,606,872,1192,1661,2900,4870,6358,9319,12264,12991,15287
47687,Erodium cicutarium,Redstem Stork's-bill,75,77,89,145,236,446,830,1575,3286,6354,8428,12054,13143,17102
81559,Epargyreus clarus,Silver-spotted Skipper,118,171,191,252,359,573,890,1740,3241,6333,9381,8439,9008,9243
47934,Libellula luctuosa,Widow Skimmer,135,193,211,434,550,770,1134,2158,3747,6285,7849,8540,8100,8477
57278,Ailanthus altissima,tree-of-heaven,24,31,85,94,179,254,620,1179,6806,6251,8311,10424,12450,14375
4665,Falco sparverius,American Kestrel,186,241,394,548,842,1398,1977,3361,4977,6240,9630,12358,12354,13985
42069,Vulpes vulpes,Red Fox,233,347,508,445,656,1033,1778,2273,3649,6231,10418,12006,13895,15245
56083,Armadillidium vulgare,Common Pill Woodlouse,24,49,84,138,217,476,1371,2193,4346,6217,10689,12479,13781,16948
120215,Bombus griseocollis,Brown-belted Bumble Bee,32,32,61,129,177,247,367,1293,2753,6198,10364,12760,14409,16443
55620,Solanum dulcamara,bittersweet nightshade,51,70,123,198,310,307,592,1596,3277,6187,11771,13444,13536,15816
77835,Lonicera japonica,Japanese honeysuckle,21,29,58,107,194,306,966,1869,3759,6187,10716,10398,9997,11679
49348,Hyles lineata,White-lined Sphinx,60,49,118,314,457,368,605,2073,2233,6181,2956,4693,11046,16525
48549,Vanessa virginiensis,American Lady,125,99,327,208,360,646,1116,1743,1598,6158,4948,6058,6313,8105
9135,Spizella passerina,Chipping Sparrow,134,172,231,419,586,776,1157,2051,3774,6081,11116,12266,13182,14460
53197,Rumex crispus,curled dock,30,54,75,144,185,217,601,1368,3251,6081,8823,10775,10858,12452
120217,Halysidota tessellaris,Banded Tussock Moth,31,50,49,126,153,143,255,940,2410,6071,6297,4121,3827,6111
18205,Melanerpes carolinus,Red-bellied Woodpecker,125,150,256,430,602,775,1396,2315,4311,6069,12397,12902,15705,15569
53582,Liriodendron tulipifera,tulip tree,38,38,101,142,170,320,891,1637,3160,6065,9952,9836,9777,10626
76907,Erigeron canadensis,horseweed,47,37,65,100,123,245,412,1150,2388,6028,10899,12448,13382,17153
82576,Onoclea sensibilis,sensitive fern,36,50,117,174,238,386,782,1702,3191,6007,10635,11835,11359,12623
49005,Quercus rubra,northern red oak,41,53,128,327,367,646,1011,1878,3593,6004,10941,10287,10940,13201
54412,Polystichum acrostichoides,Christmas fern,35,46,99,205,226,390,940,1631,3165,5969,10957,11694,11188,12556
54834,Prunus serotina,black cherry,41,63,134,186,218,363,763,1614,3549,5952,10135,12499,12209,15600
55556,Oncopeltus fasciatus,Large Milkweed Bug,63,59,98,127,167,507,1060,2249,3143,5939,9659,7763,9145,8298
78882,Rosa multiflora,multiflora rose,19,43,42,138,218,320,762,1550,3537,5931,12513,13575,12131,15017
61321,Lythrum salicaria,purple loosestrife,108,107,177,228,264,372,681,1333,2990,5917,12056,15472,14813,16222
203153,Parus major,Great Tit,214,169,213,346,434,605,777,1645,2645,5891,12709,20862,22173,28575
482,Fulica atra,Eurasian Coot,187,224,304,440,493,782,1055,1885,3101,5887,9210,11991,14594,19980
127133,Hyphantria cunea,Fall Webworm Moth,46,48,54,136,184,245,452,1152,3157,5872,6417,5398,5455,7390
17008,Sayornis phoebe,Eastern Phoebe,117,152,246,391,558,820,1353,2460,3924,5847,11800,9582,11749,13517
119048,Ageratina altissima,white snakeroot,23,31,42,86,104,224,417,1378,19213,5841,10882,9889,10517,11168
49658,Liquidambar styraciflua,American sweetgum,36,45,75,81,150,319,813,1449,3593,5826,9863,9806,10574,11111
17013,Sayornis nigricans,Black Phoebe,93,104,229,457,520,984,1414,2624,4138,5794,9534,10163,10107,10419
56088,Robinia pseudoacacia,black locust,50,60,101,135,174,307,586,1453,3392,5790,10165,12034,13127,14472
7428,Bombycilla cedrorum,Cedar Waxwing,166,178,318,487,610,947,1578,2335,3612,5714,10310,14357,11697,14186
53021,Convolvulus arvensis,field bindweed,92,77,109,169,180,331,564,1264,2957,5665,12342,13581,14728,17029
16447,Pyrocephalus rubinus,Vermilion Flycatcher,166,176,297,479,667,1319,1551,2935,3802,5646,7578,9421,8943,10724
204321,Ficaria verna,lesser celandine,92,118,106,167,192,251,454,1001,2899,5602,16413,21210,19906,20889
51062,Maianthemum racemosum,Solomon's plume,73,99,139,209,273,399,758,1410,3133,5594,8742,11823,12377,13987
49972,Battus philenor,Pipevine Swallowtail,112,123,203,268,378,657,1211,2350,3867,5576,6221,7956,9442,9394
49477,Monotropa uniflora,Ghost Pipe,61,91,126,248,332,430,762,1740,2883,5563,10135,14364,11872,15434
144510,Chroicocephalus ridibundus,Black-headed Gull,302,354,362,600,710,864,1191,1803,3086,5539,8667,12787,16545,19313
3460,Zenaida asiatica,White-winged Dove,94,137,176,373,459,726,1153,2512,3511,5502,7410,9416,10667,12839
48502,Cercis canadensis,eastern redbud,44,43,146,85,163,284,673,1388,3377,5501,8794,9938,8832,10696
558438,Spatula clypeata,Northern Shoveler,179,238,435,653,770,1103,1653,2577,4057,5467,9322,12561,14763,16995
81923,Halyomorpha halys,Brown Marmorated Stink Bug,19,38,69,76,88,158,528,1275,3211,5421,10604,10871,13359,14293
62741,Rudbeckia hirta,black-eyed Susan,67,54,98,137,202,353,693,1767,3241,5398,8398,8489,8529,11287
26159,Alligator mississippiensis,American Alligator,282,397,371,468,593,878,1299,2384,3984,5392,6050,8925,10021,11101
13695,Motacilla alba,White Wagtail,264,313,313,542,585,868,1050,1733,2627,5388,9937,14595,17317,22160
48461,Pinus ponderosa,Ponderosa Pine,53,121,104,126,133,205,361,916,5660,5371,3802,4929,5164,8158
145308,Spinus psaltria,Lesser Goldfinch,72,98,220,345,542,1014,1185,2500,3994,5343,10969,12834,11599,12457
47919,Antheraea polyphemus,Polyphemus Moth,76,109,131,170,273,351,762,1504,2516,5331,6673,6138,7065,8754
48957,Arilus cristatus,North American Wheel Bug,38,51,96,107,147,293,516,1019,1722,5325,8020,7122,6955,6065
56077,Hypericum perforatum,Common St. John's Wort,92,90,114,169,215,267,523,1167,2386,5322,11684,13427,12340,16636
791928,Lysimachia arvensis,scarlet pimpernel,42,54,116,175,246,351,754,1558,2970,5321,6742,8131,9031,11215
49662,Platanus occidentalis,American sycamore,31,40,59,142,177,350,690,1399,3113,5320,7776,8086,9548,11450
144514,Leucophaeus atricilla,Laughing Gull,275,321,346,503,627,885,1216,1959,3388,5302,6385,8237,10684,10772
167829,Rhus typhina,staghorn sumac,42,81,110,195,201,332,551,1388,2712,5299,7952,9862,9028,10492
3751,Eudocimus albus,White Ibis,207,332,314,440,622,859,1294,1850,3507,5282,6046,8199,10275,11230
144815,Poecile atricapillus,Black-capped Chickadee,173,235,412,483,524,798,1426,2318,3888,5274,12130,14941,17750,17507
914922,Reynoutria japonica,Japanese knotweed,29,46,111,194,259,421,547,1348,2998,5261,8141,8851,9313,11496
55971,Tanacetum vulgare,tansy,54,67,102,103,144,212,384,807,1881,5208,12279,13446,12833,15102
10070,Fringilla coelebs,Common Chaffinch,208,202,269,466,487,745,956,1728,2788,5198,10241,16440,19081,22893
36094,Uta stansburiana,Common Side-blotched Lizard,204,222,303,463,694,1032,1880,2868,3997,5167,5721,6685,8013,10790
50931,Strymon melinus,Gray Hairstreak,160,88,188,240,353,725,1428,2130,3603,5163,5717,8230,8393,9992
243824,Potentilla indica,mock strawberry,26,37,67,109,114,217,609,980,2482,5159,9648,10583,9625,10557
79109,Silene latifolia,white campion,71,66,86,147,148,237,430,980,1930,5110,11687,12365,12271,15483
55666,Veronica persica,bird's-eye speedwell,38,61,79,116,163,235,438,988,2364,5107,8989,13486,12200,15457
24259,Pseudacris regilla,Pacific chorus frog,117,234,718,742,856,655,1722,2484,3184,5080,6712,6298,7655,11374
53905,Mantis religiosa,European Mantis,160,235,255,320,386,432,931,1622,2743,5067,7340,8361,10785,12048
119989,Stagmomantis carolina,Carolina Mantis,34,33,43,89,185,271,552,1113,2514,5053,6119,5954,6862,6137
51044,Sanguinaria canadensis,bloodroot,57,129,122,202,260,375,600,1230,2817,5041,9754,11842,11300,11900
13094,Erithacus rubecula,European Robin,190,214,263,278,408,616,847,1532,2192,5027,9575,14020,16178,19631
54763,Acer platanoides,Norway maple,45,68,115,136,152,269,524,1134,2352,5010,11621,11816,11978,13784
50790,Linaria vulgaris,common toadflax,64,61,100,131,165,275,478,1135,2251,4986,11470,13385,12156,14879
4270,Phalacrocorax carbo,Great Cormorant,207,243,308,464,618,801,1214,1641,2844,4979,7429,10682,13345,18369
126889,Toxomerus marginatus,Margined Calligrapher,32,45,68,129,120,218,543,900,1493,4978,5901,6661,8195,8978
56222,Tussilago farfara,colt's-foot,104,118,141,229,237,340,530,958,2061,4972,12582,15367,15117,16292
67731,Anax junius,Common Green Darner,141,141,199,282,393,698,901,1513,2426,4956,4545,5061,5552,7664
53809,Phidippus audax,Bold Jumping Spider,57,61,85,149,191,358,723,1593,3112,4945,9247,10262,11758,11695
56121,Capsella bursa-pastoris,shepherd's-purse,22,51,49,97,114,206,384,739,1943,4945,8636,10369,10177,12766
117434,Claytonia virginica,Virginia Springbeauty,33,76,92,148,205,246,634,1054,2846,4945,9422,11019,10035,10950
29305,Nerodia sipedon,Common Watersnake,117,162,281,297,365,435,947,1813,2725,4939,9014,9853,9454,11240
117943,Flavoparmelia caperata,common greenshield lichen,19,30,53,77,121,191,438,1216,2850,4931,7118,7251,6915,8549
55719,Eristalis tenax,Common Drone Fly,82,144,169,234,214,323,521,1027,1750,4920,7444,10692,12344,12286
4334,Pelecanus erythrorhynchos,American White Pelican,187,160,385,532,736,929,1519,1955,3645,4903,6707,8627,9137,8974
53983,Digitalis purpurea,purple foxglove,92,104,101,172,185,331,510,998,2106,4885,9162,8814,9655,11332
29044,Pituophis catenifer,Gopher Snake,248,386,353,425,659,1070,1666,2467,3599,4848,6811,6592,7196,9011
7120,Cairina moschata,Muscovy Duck,74,84,140,206,287,414,718,1345,3344,4843,5782,8708,9153,9518
121612,Estigmene acrea,Salt Marsh Moth,51,33,81,121,154,181,405,1033,2525,4827,5930,4753,4756,10072
53298,Stellaria media,common chickweed,30,66,52,119,176,252,544,1054,2287,4820,10108,12068,10388,12850
891696,Pica pica,Eurasian Magpie,101,129,183,251,345,422,625,1194,2261,4814,9577,13801,16283,19959
4246,Podilymbus podiceps,Pied-billed Grebe,137,195,357,481,647,951,1457,2384,3575,4792,8251,9902,10236,10586
67760,Popillia japonica,Japanese Beetle,30,68,85,128,181,216,426,1212,2437,4765,7303,9561,9137,10327
55757,Chelidonium majus,Greater celandine,64,66,121,133,128,189,327,668,1709,4746,12416,14798,14423,16024
47392,Coprinus comatus,Shaggy Mane,84,98,151,202,262,299,582,1080,2083,4745,8329,10745,9427,11469
53324,Vicia sativa,Common Vetch,55,61,91,158,152,254,613,1133,2209,4743,8397,10006,9727,11957
41638,Ursus americanus,American Black Bear,307,454,488,556,688,920,1373,2090,3368,4729,6154,6711,8819,9019
57824,Sambucus racemosa,red-berried elder,87,86,137,180,220,316,455,1160,2412,4719,9274,12338,11897,12984
9184,Zonotrichia albicollis,White-throated Sparrow,126,124,202,346,544,768,1059,1601,3183,4713,9594,12010,13620,13486
7107,Aix sponsa,Wood Duck,135,196,297,403,571,852,1303,2127,3318,4696,8977,12264,13288,14083
27186,Plethodon cinereus,Eastern Red-backed Salamander,76,126,166,208,292,570,1054,1787,3138,4685,8545,9929,10136,13098
60839,Spilosoma virginica,Virginian Tiger Moth,36,77,96,172,182,215,459,977,2559,4678,6074,5423,6717,7220
6432,Archilochus colubris,Ruby-throated Hummingbird,138,201,227,339,469,733,941,1661,2943,4676,9036,9353,9792,11385
53294,Sonchus oleraceus,Common Sow-thistle,42,48,57,110,241,331,405,868,1908,4673,8496,9669,10811,13492
54999,Eriogonum fasciculatum,California Buckwheat,26,33,93,182,212,500,778,1491,3628,4670,5189,5425,6944,7697
4345,Larus occidentalis,Western Gull,194,219,341,520,608,864,1241,1815,3071,4655,4940,6586,8127,8370
54504,Juglans nigra,eastern black walnut,8,21,46,70,112,177,400,1079,2403,4650,6857,8592,7874,10560
84481,Calopteryx maculata,Ebony Jewelwing,130,117,147,215,363,477,715,1358,2687,4630,7207,7690,7678,7245
145238,Setophaga petechia,Yellow Warbler,169,206,285,437,565,737,1026,1766,2929,4630,6919,8701,10598,11084
54779,Quercus alba,white oak,22,42,94,100,153,332,986,1415,2691,4619,7236,7697,8047,8998
