Taxon ID,Name,Common Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
42220,Odocoileus hemionus,Mule Deer,368,450,658,916,1218,1706,2803,4290,7270,12098,16435,18045,19829,19975
55830,Glechoma hederacea,ground-ivy,65,65,92,160,155,293,722,1372,3647,8501,19642,25369,23000,24504
41663,Procyon lotor,Common Raccoon,233,290,512,713,1135,1408,2420,3682,7146,10773,15113,16964,20052,22368
4954,Ardea cinerea,Grey Heron,300,360,428,622,852,1188,1631,2399,4103,7870,12883,17176,21976,29510
54134,Trametes versicolor,turkey-tail,89,121,188,245,366,514,1121,2409,6636,9818,15189,18754,19984,24938
145310,Spinus tristis,American Goldfinch,197,236,420,621,862,1070,1841,2968,5737,7912,18547,19186,20363,19980
8021,Corvus brachyrhynchos,American Crow,150,193,873,592,783,970,1815,3334,5833,8179,15222,18118,20722,22044
48548,Vanessa cardui,Painted Lady,176,153,573,572,815,1077,1335,8616,2435,27483,10387,8088,17225,21940
52913,Cichorium intybus,chicory,113,137,202,248,370,474,897,2227,4184,9369,18579,21097,20984,23378
52764,Prunella vulgaris,common selfheal,87,100,146,243,297,451,912,2094,3868,9344,18545,20007,20777,24457
12716,Turdus merula,Eurasian Blackbird,190,230,270,422,594,785,1100,2116,3463,6937,13709,18812,21426,26036
48599,Phytolacca americana,American pokeweed,55,64,133,184,206,449,1181,4088,5957,10505,19173,19715,19758,20693
47911,Asclepias syriaca,common milkweed,81,93,141,249,324,714,1217,2971,8925,10662,16298,19390,18993,21541
8229,Cyanocitta cristata,Blue Jay,132,171,239,434,634,817,1564,2874,5441,7650,17492,18346,20504,21061
4940,Egretta thula,Snowy Egret,282,370,605,930,1223,1873,2780,4076,7390,9913,13146,16545,18329,19396
59029,Verbascum thapsus,great mullein,77,90,156,277,295,542,1158,2637,5368,9301,19046,21816,17707,21238
11901,Hirundo rustica,Barn Swallow,319,377,541,741,967,1413,2037,3217,5418,8641,13149,18513,20020,24422
43111,Sylvilagus floridanus,Eastern Cottontail,123,185,313,539,669,852,1481,3187,6018,8439,17144,18690,19851,21205
49150,Dione vanillae,Gulf Fritillary,175,210,382,430,737,1162,2831,3948,7176,8806,14397,17161,20098,20205
906,Meleagris gallopavo,Wild Turkey,207,284,408,686,887,1203,2275,3777,6559,9562,14927,16966,18486,20087
58732,Toxicodendron radicans,eastern poison ivy,70,70,190,193,311,616,1660,3303,6669,10846,17039,17813,17083,20500
204321,Ficaria verna,lesser celandine,92,118,106,167,192,251,454,1001,2899,5602,16413,21210,19906,20889
46020,Sciurus niger,Fox Squirrel,119,166,254,538,793,1384,2341,4100,7636,9495,14293,14881,16879,17943
53178,Plantago lanceolata,ribwort plantain,52,80,129,242,367,467,998,1900,4081,8740,15362,18558,18940,22922
473,Fulica americana,American Coot,219,342,594,922,1108,1586,2423,4237,6374,8018,12318,15385,16973,18142
5206,Buteo lineatus,Red-shouldered Hawk,159,238,346,545,754,895,1567,2683,5013,7857,13249,16742,18848,19536
51884,Urtica dioica,great stinging nettle,95,140,212,214,245,364,703,1284,3145,7908,18906,20016,18698,21264
55851,Lamium purpureum,red deadnettle,36,60,72,109,131,215,567,1266,3831,7661,15720,19205,17874,22149
47726,Acer negundo,box elder,99,148,174,234,249,408,872,1778,4073,8547,16105,19865,18310,21232
39771,Chrysemys picta,Painted Turtle,207,263,404,481,642,1013,1856,3313,4775,8058,14427,17988,17760,20026
60551,Papilio glaucus,Eastern Tiger Swallowtail,306,215,326,539,467,906,2079,2802,4704,12213,15261,15235,16911,19401
64237,Phragmites australis,common reed,139,206,356,409,591,669,855,1514,3201,6521,12962,20479,19097,22238
52989,Cirsium vulgare,Bull Thistle,92,107,202,305,369,525,999,2058,3844,8229,16412,16915,18645,21246
55882,Hedera helix,common ivy,55,70,111,184,330,500,1106,2208,6525,9728,15425,15927,17141,18701
59774,Pachydiplax longipennis,Blue Dasher,214,211,330,606,712,1448,1924,3768,7035,11832,13640,16182,17019,15442
9607,Quiscalus mexicanus,Great-tailed Grackle,154,186,257,500,721,1260,2014,3980,6495,9758,10823,14569,16867,19341
9176,Zonotrichia leucophrys,White-crowned Sparrow,178,240,429,592,844,1243,1757,3310,5192,7115,13834,16993,16670,17472
116461,Anolis sagrei,Brown Anole,110,190,268,378,454,813,1521,2604,7687,10694,13103,13090,19428,16808
4364,Larus delawarensis,Ring-billed Gull,281,381,487,699,934,1322,1920,3033,5134,7484,11360,15061,17309,18949
48715,Amanita muscaria,Fly Agaric,269,315,372,436,740,823,1494,2289,4693,8382,14550,18471,16941,18753
8010,Corvus corax,Common Raven,246,277,368,587,763,1144,1647,2811,4532,6764,10738,14745,17840,20961
50278,Parthenocissus quinquefolia,Virginia creeper,32,50,101,167,249,390,1060,2558,5672,9870,16562,17454,15910,18126
60132,Cirsium arvense,creeping thistle,71,95,109,199,213,374,562,1433,2857,7359,16075,17701,18330,22788
18236,Colaptes auratus,Northern Flicker,129,170,375,471,703,941,1581,2909,4672,6463,13445,15634,17330,18457
4981,Nycticorax nycticorax,Black-crowned Night Heron,306,338,536,777,1013,1481,1981,3162,5359,7915,10941,13742,16349,18710
10070,Fringilla coelebs,Common Chaffinch,208,202,269,466,487,745,956,1728,2788,5198,10241,16440,19081,22893
6921,Cygnus olor,Mute Swan,341,400,521,607,770,1072,1489,2325,4270,7188,11738,14567,16052,19984
65982,Lithobates clamitans,Green Frog,199,246,416,401,538,868,1685,2679,4740,8462,15241,15675,17217,16675
564969,Chamaenerion angustifolium,fireweed,187,238,334,342,384,552,906,1838,3780,7575,14368,16962,17740,19983
5112,Accipiter cooperii,Cooper's Hawk,171,209,325,650,733,1039,1834,3058,4911,6611,13315,15433,16137,16857
204533,Larus argentatus,Herring Gull,375,376,531,656,759,1124,1398,2301,4056,6699,9539,13243,17838,19706
42051,Canis latrans,Coyote,193,304,412,704,926,1287,2630,3782,5819,7940,10941,13104,15525,16200
47435,Lotus corniculatus,bird's-foot trefoil,71,68,115,187,240,439,763,1727,3653,7512,15503,17541,16670,19687
12942,Sialia sialis,Eastern Bluebird,113,173,295,387,552,829,1412,2513,4360,6501,14155,14138,16302,17215
36514,Anolis carolinensis,Green Anole,128,235,260,461,575,1009,2084,3187,5567,9744,13531,12501,15701,15544
52856,Artemisia vulgaris,common mugwort,42,40,65,95,120,180,422,1277,3369,6878,21914,16131,15074,17128
61495,Erythemis simplicicollis,Eastern Pondhawk,132,200,365,568,655,1166,1939,4038,6685,10076,13397,14044,15114,14086
144815,Poecile atricapillus,Black-capped Chickadee,173,235,412,483,524,798,1426,2318,3888,5274,12130,14941,17750,17507
52681,Pteridium aquilinum,common bracken,116,131,197,297,422,746,1197,2302,4102,7599,12768,15113,16665,18987
2969,Streptopelia decaocto,Eurasian Collared-Dove,146,191,272,425,644,989,1430,2747,4477,6965,10731,14365,15865,18055
13695,Motacilla alba,White Wagtail,264,313,313,542,585,868,1050,1733,2627,5388,9937,14595,17317,22160
4328,Pelecanus occidentalis,Brown Pelican,499,556,756,1015,1231,1682,2271,3266,5502,7911,8240,11156,14858,16105
4793,Charadrius vociferus,Killdeer,201,223,409,651,818,1198,1886,3335,4870,7167,11364,13616,15474,16442
65979,Lithobates catesbeianus,American Bullfrog,235,314,438,492,688,1000,1890,3279,5033,7633,12598,13552,14970,16711
58523,Papilio polyxenes,Black Swallowtail,161,190,283,375,519,673,1368,2716,5050,10440,14396,13420,13453,16311
52628,Araneus diadematus,Cross Orbweaver,148,182,198,378,492,449,924,1669,3946,7415,12939,14852,16708,18388
18205,Melanerpes carolinus,Red-bellied Woodpecker,125,150,256,430,602,775,1396,2315,4311,6069,12397,12902,15704,15568
47888,Impatiens capensis,common jewelweed,50,76,122,217,238,366,881,2296,4197,8507,15099,15079,14001,16352
144510,Chroicocephalus ridibundus,Black-headed Gull,302,354,362,600,710,864,1191,1803,3086,5539,8667,12787,16545,19313
48098,Acer rubrum,red maple,73,106,141,228,295,746,1184,2549,4514,7889,13660,13492,13852,16238
558438,Spatula clypeata,Northern Shoveler,179,238,435,653,770,1103,1653,2577,4057,5466,9322,12561,14763,16994
13094,Erithacus rubecula,European Robin,190,214,263,278,408,616,847,1532,2192,5027,9575,14020,16178,19631
482,Fulica atra,Eurasian Coot,187,224,304,440,493,782,1055,1885,3101,5886,9210,11991,14594,19979
891696,Pica pica,Eurasian Magpie,101,129,183,251,345,422,625,1194,2261,4814,9577,13801,16283,19959
68205,Larrea tridentata,Creosote Bush,55,79,65,118,171,314,710,2846,11936,8440,10330,11537,12011,13796
56057,Leucanthemum vulgare,oxeye daisy,111,95,166,225,290,472,819,1735,3331,6880,14147,14293,14473,17787
52391,Pinus strobus,eastern white pine,73,78,189,344,386,858,1213,2416,3932,7785,14005,12171,13892,14826
39814,Terrapene carolina,Common Box Turtle,145,216,323,409,562,890,1626,2711,4814,7397,13544,12678,13311,15191
6317,Calypte anna,Anna's Hummingbird,122,177,385,613,747,1017,1685,2936,4828,6754,10339,13890,13301,13327
480298,Cornu aspersum,Garden Snail,77,121,137,247,430,682,1779,2741,3906,7017,11369,10928,13024,17476
4665,Falco sparverius,American Kestrel,186,241,394,548,842,1398,1977,3361,4976,6240,9630,12358,12353,13985
55925,Geranium robertianum,Herb Robert,64,72,116,132,209,301,481,1093,2770,6856,12809,13667,14919,17931
42069,Vulpes vulpes,Red Fox,233,347,508,445,656,1033,1778,2273,3649,6231,10418,12005,13895,15245
84549,Plathemis lydia,Common Whitetail,164,207,285,524,623,970,1482,2995,4802,8191,11411,13965,13356,12651
56083,Armadillidium vulgare,Common Pill Woodlouse,24,49,84,138,217,476,1371,2193,4346,6217,10689,12479,13781,16948
49202,Fagus grandifolia,American beech,52,81,163,325,381,700,1174,2320,3964,7178,12580,13162,12760,15157
5020,Butorides virescens,Green Heron,228,306,434,606,872,1192,1661,2900,4870,6358,9319,12264,12991,15285
56222,Tussilago farfara,colt's-foot,104,118,141,229,237,340,530,958,2061,4972,12582,15367,15117,16292
4765,Coragyps atratus,Black Vulture,255,330,482,672,771,1113,1651,2835,4455,7151,9003,11903,13321,13727
51110,Xylocopa virginica,Eastern Carpenter Bee,41,70,116,154,221,421,1056,1844,3576,7100,12324,13740,14024,16369
61321,Lythrum salicaria,purple loosestrife,108,107,177,228,264,372,681,1333,2990,5917,12056,15472,14813,16221
53059,Galium aparine,catchweed bedstraw,38,48,100,130,206,292,661,1290,3156,6377,11963,13555,13415,16955
55563,Bellis perennis,Lawn daisy,52,47,90,134,212,255,433,1043,2967,6771,11774,13914,14068,16338
144849,Cyanistes caeruleus,Eurasian Blue Tit,123,146,201,247,327,493,552,1194,2006,4030,7634,12213,13646,19105
4270,Phalacrocorax carbo,Great Cormorant,207,243,308,464,618,801,1214,1641,2844,4979,7429,10682,13345,18369
119048,Ageratina altissima,white snakeroot,23,31,42,86,104,224,417,1378,19212,5841,10882,9889,10517,11168
53021,Convolvulus arvensis,field bindweed,92,77,109,169,180,331,564,1264,2957,5665,12342,13581,14728,17026
7428,Bombycilla cedrorum,Cedar Waxwing,166,178,317,487,610,947,1578,2335,3612,5714,10310,14357,11696,14185
17871,Dendrocopos major,Great Spotted Woodpecker,103,99,166,275,318,435,552,1028,1458,3670,8546,12098,14428,18996
9135,Spizella passerina,Chipping Sparrow,134,172,231,419,586,776,1157,2051,3774,6080,11116,12266,13181,14459
204472,Buteo buteo,Common Buzzard,129,193,221,335,508,986,994,1483,2167,4151,8420,12599,14149,17769
55620,Solanum dulcamara,bittersweet nightshade,51,70,123,198,310,307,592,1596,3278,6187,11771,13443,13536,15815
47687,Erodium cicutarium,Redstem Stork's-bill,75,77,89,145,236,446,830,1575,3286,6354,8428,12054,13143,17100
55757,Chelidonium majus,Greater celandine,64,66,121,133,128,189,327,668,1710,4746,12416,14798,14423,16024
58961,Plantago major,greater plantain,36,57,59,132,157,297,604,1348,2682,6470,12447,13411,13502,15237
78882,Rosa multiflora,multiflora rose,19,43,42,138,218,320,762,1550,3537,5931,12513,13574,12131,15017
13851,Passer montanus,Eurasian Tree Sparrow,108,169,213,316,335,400,554,849,2089,4076,8450,12434,13382,17309
145308,Spinus psaltria,Lesser Goldfinch,72,98,220,345,542,1014,1185,2500,3994,5342,10968,12834,11599,12457
49288,Podophyllum peltatum,mayapple,69,82,126,161,255,336,829,1486,4360,6403,11091,13211,12495,14246
9184,Zonotrichia albicollis,White-throated Sparrow,126,124,202,346,544,768,1059,1601,3183,4713,9594,12009,13619,13486
49399,Juniperus virginiana,eastern redcedar,37,63,56,121,187,383,822,2008,3769,7065,11162,12163,10940,14033
39682,Chelydra serpentina,Common Snapping Turtle,166,228,329,517,673,987,1543,2602,4367,7058,10209,11253,11793,12552
120215,Bombus griseocollis,Brown-belted Bumble Bee,32,32,61,129,177,247,367,1293,2753,6198,10364,12759,14408,16443
76907,Erigeron canadensis,horseweed,47,37,65,100,123,245,412,1150,2388,6028,10899,12448,13382,17153
56077,Hypericum perforatum,Common St. John's Wort,92,90,114,169,215,267,523,1167,2386,5322,11684,13426,12340,16634
55666,Veronica persica,bird's-eye speedwell,38,61,79,116,163,235,438,988,2364,5107,8989,13486,12200,15457
17008,Sayornis phoebe,Eastern Phoebe,117,152,246,391,558,820,1353,2460,3924,5847,11800,9582,11749,13515
7107,Aix sponsa,Wood Duck,135,196,297,403,571,852,1303,2127,3318,4695,8977,12264,13287,14083
49477,Monotropa uniflora,Ghost Pipe,61,91,126,248,332,430,762,1740,2883,5563,10135,14364,11872,15433
54834,Prunus serotina,black cherry,41,63,134,186,218,363,763,1614,3549,5952,10135,12499,12208,15599
144757,Corvus cornix,Hooded Crow,126,170,162,276,310,428,647,1113,1581,3605,7208,11378,13855,17287
3048,Columba palumbus,Common Wood-Pigeon,98,113,161,205,260,369,515,994,2100,4197,8767,11511,13786,17450
14801,Sitta carolinensis,White-breasted Nuthatch,129,175,283,359,493,723,1241,1855,3325,4430,9645,11268,13237,12601
67707,Argiope aurantia,Yellow Garden Spider,128,150,225,338,418,680,1371,2234,4595,8455,10677,12187,10478,11088
55971,Tanacetum vulgare,tansy,54,67,102,103,144,212,384,807,1881,5208,12280,13446,12833,15102
82816,Viola sororia,common blue violet,44,86,79,89,158,249,627,1280,4266,6460,10442,11722,12594,13216
50310,Arisaema triphyllum,Jack-in-the-Pulpit,84,118,159,210,332,473,990,1647,3613,7082,13106,12199,10706,11970
56088,Robinia pseudoacacia,black locust,50,60,101,135,174,307,586,1453,3392,5790,10165,12034,13127,14472
6937,Anas crecca,Green-winged Teal,112,178,291,414,496,714,1037,1673,2474,3739,7582,10762,12529,15059
7004,Mergus merganser,Common Merganser,161,211,254,377,605,636,996,1629,2551,4333,7315,10247,12381,15020
60607,Limenitis arthemis,Red-spotted Admiral,203,203,276,362,440,860,1140,2148,5108,8943,10932,9675,9888,11314
50790,Linaria vulgaris,common toadflax,64,61,100,131,165,275,478,1135,2251,4986,11470,13385,12156,14879
57278,Ailanthus altissima,tree-of-heaven,24,31,85,94,179,254,620,1179,6806,6251,8312,10424,12450,14374
81923,Halyomorpha halys,Brown Marmorated Stink Bug,19,38,69,76,88,158,528,1275,3211,5421,10604,10871,13359,14293
79109,Silene latifolia,white campion,71,66,86,147,148,237,430,980,1930,5110,11687,12365,12270,15484
54412,Polystichum acrostichoides,Christmas fern,35,46,99,205,226,390,940,1631,3165,5969,10956,11694,11187,12555
50340,Hylephila phyleus,Fiery Skipper,142,144,296,283,438,777,1730,2509,4154,6552,9607,8820,11766,12274
49005,Quercus rubra,northern red oak,41,53,128,327,367,646,1011,1878,3593,6004,10941,10287,10940,13201
52925,Phyciodes tharos,Pearl Crescent,113,136,264,379,459,777,1689,2200,4364,6464,10367,10983,9970,11274
558439,Mareca strepera,Gadwall,92,145,256,370,519,719,1095,1831,2966,4179,7307,10239,11486,14375
82576,Onoclea sensibilis,sensitive fern,36,50,117,174,238,386,782,1702,3191,6007,10635,11835,11358,12623
58722,Pinus sylvestris,Scots pine,183,308,399,499,299,684,753,1013,1382,3056,10560,11412,12105,14278
54763,Acer platanoides,Norway maple,45,68,115,136,152,269,524,1134,2352,5010,11621,11815,11978,13783
51062,Maianthemum racemosum,Solomon's plume,73,99,139,209,273,399,758,1410,3134,5594,8742,11823,12377,13987
17013,Sayornis nigricans,Black Phoebe,93,104,229,457,520,984,1414,2624,4138,5792,9534,10162,10107,10419
48505,Junonia coenia,Common Buckeye,207,233,384,253,277,675,1987,2738,3784,9429,10661,6661,9959,11060
7513,Thryothorus ludovicianus,Carolina Wren,64,95,159,308,390,435,723,1520,2714,4435,10300,10918,11523,12380
52592,Pararge aegeria,Speckled Wood,118,193,189,232,326,405,578,877,1849,4334,8650,10370,13251,16132
207977,Aglais io,European Peacock Butterfly,154,161,176,276,366,412,643,1127,2116,4035,9835,13875,12584,11683
6993,Bucephala albeola,Bufflehead,78,139,270,434,524,701,1101,1828,3149,4463,7611,9770,10980,12278
53298,Stellaria media,common chickweed,30,66,52,119,176,252,544,1054,2287,4820,10108,12068,10387,12850
77835,Lonicera japonica,Japanese honeysuckle,21,29,58,107,194,306,966,1869,3759,6187,10716,10398,9997,11678
48225,Eschscholzia californica,California poppy,83,97,180,347,561,676,1216,2230,4154,7163,7915,8749,9588,13236
3460,Zenaida asiatica,White-winged Dove,94,137,176,373,459,726,1153,2512,3511,5501,7409,9416,10667,12839
59675,Pyrrharctia isabella,Isabella Tiger Moth,42,69,115,289,359,334,603,1509,3863,7222,9433,10267,11667,11148
51044,Sanguinaria canadensis,bloodroot,57,129,122,202,260,375,600,1230,2818,5041,9754,11842,11300,11899
4246,Podilymbus podiceps,Pied-billed Grebe,137,195,357,481,647,951,1457,2384,3575,4792,8251,9902,10236,10586
57824,Sambucus racemosa,red-berried elder,87,86,137,180,220,316,455,1160,2411,4719,9274,12338,11897,12984
1289388,Corthylio calendula,Ruby-crowned Kinglet,99,114,238,329,488,807,1080,1773,3208,4461,9080,9123,11413,11412
16447,Pyrocephalus rubinus,Vermilion Flycatcher,166,176,297,479,667,1319,1551,2935,3802,5646,7578,9421,8943,10723
26159,Alligator mississippiensis,American Alligator,282,397,371,468,593,878,1299,2384,3984,5392,6050,8925,10021,11101
55576,Xanthoria parietina,Common Sunburst Lichen,59,72,89,122,196,228,383,963,1951,4215,7773,10595,11829,13708
53197,Rumex crispus,curled dock,30,54,75,144,185,217,601,1368,3250,6081,8824,10775,10857,12451
472766,Falco tinnunculus,Eurasian Kestrel,104,131,198,267,377,663,872,1235,1772,3332,7062,10264,11433,14783
27186,Plethodon cinereus,Eastern Red-backed Salamander,76,126,166,208,292,570,1054,1786,3138,4685,8545,9929,10135,13098
56174,Echium vulgare,viper's-bugloss,78,87,120,188,222,264,432,802,1790,4478,9743,10387,12120,14153
48229,Ranunculus repens,Creeping buttercup,54,47,106,123,130,201,414,775,1828,4536,10313,11328,11167,13377
10373,Molothrus ater,Brown-headed Cowbird,103,129,196,335,461,627,969,1760,2989,4484,8825,10476,10753,11797
53809,Phidippus audax,Bold Jumping Spider,57,61,85,149,191,358,723,1593,3112,4945,9247,10262,11758,11693
49658,Liquidambar styraciflua,American sweetgum,36,45,75,81,150,319,813,1449,3593,5827,9863,9805,10574,11110
46217,Tamias striatus,Eastern Chipmunk,134,155,250,258,415,661,1123,1687,3518,4537,10420,9424,10429,10736
117434,Claytonia virginica,Virginia Springbeauty,33,76,92,148,205,246,634,1054,2846,4945,9422,11019,10035,10950
4943,Egretta garzetta,Little Egret,214,265,295,406,507,678,1012,1437,2302,4051,5503,8094,10961,14757
9602,Quiscalus quiscula,Common Grackle,104,119,177,272,385,459,830,1284,2713,4135,8326,10009,11341,11968
3751,Eudocimus albus,White Ibis,207,332,314,440,622,859,1294,1850,3507,5282,6045,8199,10275,11230
52471,Vicia cracca,tufted vetch,46,50,54,109,126,238,268,755,1734,4306,10433,11340,11249,13220
55641,Polyommatus icarus,Common Blue,217,228,271,319,346,504,638,1080,1847,3684,7181,9978,13583,13512
144514,Leucophaeus atricilla,Laughing Gull,275,321,346,503,627,885,1215,1959,3388,5302,6383,8237,10684,10771
9398,Carduelis carduelis,European Goldfinch,90,118,174,274,340,472,586,940,1487,3351,6890,9896,11072,14608
53294,Sonchus oleraceus,Common Sow-thistle,42,48,57,110,241,331,405,868,1908,4673,8496,9669,10811,13491
55719,Eristalis tenax,Common Drone Fly,82,144,169,234,214,323,521,1026,1750,4920,7444,10692,12344,12286
53582,Liriodendron tulipifera,tulip tree,38,38,101,142,170,320,891,1637,3160,6065,9952,9836,9777,10627
14995,Dumetella carolinensis,Gray Catbird,94,138,210,301,443,576,899,1460,2592,4335,8600,9452,11063,12322
52720,Dactylis glomerata,orchard grass,50,53,75,200,208,244,445,852,1631,3749,9955,10116,11024,13597
56121,Capsella bursa-pastoris,shepherd's-purse,22,51,49,97,114,206,384,739,1943,4945,8636,10369,10177,12766
201282,Gallinula chloropus,Common Moorhen,125,188,215,268,365,511,713,1032,1840,4118,6170,8553,10994,14045
29305,Nerodia sipedon,Common Watersnake,117,162,281,297,365,435,947,1813,2725,4939,9014,9853,9454,11238
81687,Noctua pronuba,Large Yellow Underwing,62,69,94,211,249,338,594,1030,1602,3090,7110,9486,11457,16390
6432,Archilochus colubris,Ruby-throated Hummingbird,138,201,227,341,469,733,941,1661,2943,4676,9035,9353,9792,11384
53905,Mantis religiosa,European Mantis,160,235,255,320,386,432,931,1622,2743,5067,7340,8361,10785,12047
48502,Cercis canadensis,eastern redbud,44,43,146,85,163,284,673,1388,3377,5501,8793,9938,8832,10697
46260,Tamiasciurus hudsonicus,American Red Squirrel,180,194,274,265,399,558,1090,1603,2801,3516,7964,8617,10739,10700
145238,Setophaga petechia,Yellow Warbler,169,206,285,437,565,737,1026,1766,2929,4630,6919,8701,10597,11084
243824,Potentilla indica,mock strawberry,26,37,67,109,114,217,609,980,2482,5159,9648,10582,9624,10557
4334,Pelecanus erythrorhynchos,American White Pelican,187,160,385,532,736,929,1519,1955,3645,4903,6707,8627,9136,8973
53324,Vicia sativa,Common Vetch,55,61,91,158,152,254,613,1133,2209,4743,8397,10006,9727,11957
6990,Bucephala clangula,Common Goldeneye,106,148,231,330,511,583,774,1163,2047,3401,5590,8519,10420,11626
50298,Fragaria vesca,woodland strawberry,72,90,111,184,238,330,502,924,1804,4063,9731,10745,9870,11189
55610,Pyrrhocoris apterus,European Firebug,61,66,72,116,115,122,293,620,1711,4205,7611,8597,11079,14155
24259,Pseudacris regilla,Pacific chorus frog,117,234,718,742,856,655,1722,2484,3184,5080,6712,6298,7655,11374
56832,Nymphalis antiopa,Mourning Cloak,132,206,429,508,377,532,858,1465,2320,3808,7046,10717,10219,9974
